IdeAgenteAcessante,NumCNPJAgenteAcessante,NomAgenteAcessante
700,0,GUAÍRA ENERGÉTICA
701,0,GUIMARANIA 1
702,0,GUIMARANIA 2
703,0,GUSTAVO PAIVA
704,0,H BREMER & FILHOS
705,0,HACKER ENERGIA
706,0,HANS
707,0,HELENA KUHLEMANN
708,0,HENRIQUE NUNES COUTINHO (ANTIGA CACHOEIRÃO)
709,0,HENRIQUE PORTUGAL
710,0,HENRY BORDEN
711,0,HERINGER
712,0,HERVAL
713,91982348000187,HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.
714,50221019000136,HNK BR INDUSTRIA DE BEBIDAS LTDA.
715,0,HORST BREMER
716,0,HORST PURNHAGEN
717,0,IACANGA
718,0,IACO AGRÍCOLA
719,0,IBIMIRIM 1
720,0,IBIMIRIM 2
721,0,IBIMIRIM 3
722,0,IBIMIRIM 4
723,0,IBIMIRIM 5
724,0,IBIMIRIM 6
725,0,IBIMIRIM 7
726,0,IBIMIRIM 8
727,0,IBIMIRIM 9
728,0,IBIRAMA
729,0,IBIRITÉ (AURELIANO CHAVES)
730,0,IBITINGA
731,0,IBITIÚVA BIOENERGÉTICA (ANTIGA DESTILARIA ANDRADE)
732,0,ICARAÍ
733,0,IGARAPAVA
734,0,IGREJINHA
735,0,IJUIZINHO
736,0,ILHA COMPRIDA
737,0,ILHA DA LUZ
738,0,ILHA DOS POMBOS
739,0,INDAIAZINHO (ANTIGA INDAIAZINHO GRANDE)
740,0,INDAIÁ GRANDE
741,0,INDIAVAÍ
742,07079511000190,INDORAMA VENTURES POLIMEROS S.A.
743,0,INDUSTRIAS BECKER I
744,0,INGÁ
745,0,INGÁ MIRIM
746,0,INHAPIM
747,0,INPASA
748,0,INPASA BALSAS
749,0,INPASA DOURADOS
750,0,INPASA MUTUM
751,0,INPASA SIDROLÂNDIA
752,0,INTELBRAS
753,0,INTERLAGOS
754,0,INVERNADINHA
755,0,INXÚ
756,0,IOLANDO LEITE
757,0,IPAUSSU BIOENERGIA
758,0,IPIRANGA BIOENERGIA MOCOCA II
759,0,IPOJUCA
760,0,IPÊ (ANTIGA CENI)
761,0,IRACEMA
762,0,IRARA
763,0,IRMAOS VERONEZE
764,0,ISAMU IKEDA
765,0,ITA 01
766,0,ITA 02
767,0,ITAENGA
768,0,ITAFÓS 1
769,0,ITAGUAÇU
770,0,ITAIPAVA
771,0,ITAJAÍ BIOGÁS
772,0,ITAMARATI
773,0,ITAPOCUZINHO I
774,0,ITAPOCUZINHO IIA
775,0,ITATEX
776,0,ITUERÊ
777,0,ITUIUTABA
778,0,ITUMBIARA
779,0,ITUTINGA
780,0,IVAN BOTELHO I (ANTIGA PONTE)
781,0,IVAN BOTELHO II (ANTIGA PALESTINA)
782,0,IVAN BOTELHO III (ANTIGA TRIUNFO)
783,0,IVAÍ
784,0,IVO SILVEIRA
785,0,IZABEL
786,0,J MARCON
787,0,J3 ADMINISTRAÇÃO DE BENS
788,0,JACAREZINHO
789,0,JACARÉ
790,0,JACARÉ PEPIRA
791,0,JACU
792,0,JACUTINGA
793,0,JACUÍ
794,0,JAGUARI
795,0,JAMARI
796,0,JAPUNGU
797,0,JARAQUI
798,0,JARARACA
799,0,JARDIM
800,0,JATAÍ
801,0,JAURU
802,0,JAÍBA 3
803,0,JAÍBA 4
804,0,JAÍBA 9
805,0,JAÍBA N
806,0,JAÍBA NE1
807,0,JAÍBA NO1
808,0,JAÍBA O
809,0,JAÍBA SE1
810,0,JB
811,0,JESUÍTA
812,0,JITITUBA SANTO ANTÔNIO
813,0,JOASAL
814,0,JORDA FLOR
815,0,JORGE LACERDA I E II
816,0,JOSIDITH LEOPOLDO DE BULHOES
817,0,JOSÉ BARASUOL (ANTIGA LINHA 3 LESTE)
818,0,JOSÉ TOGNI
819,0,JOÃO BORGES
820,0,JOÃO CAMILO PENNA (ANTIGA CACHOEIRA DO EMBOQUE)
821,0,JOÃO DE DEUS
822,0,JOÃO FRANCO
823,0,JUBA I
824,0,JUBA II
825,0,JUCU
826,0,JUIZ DE FORA
827,0,JULIANA I
828,0,JULIÕES
829,0,JUPIÁ (ENG° SOUZA DIAS)
830,0,JUSANTE 1
831,0,JUSANTE 2
832,0,JUSANTE 3
833,0,JUSANTE 4
834,0,JUSANTE 5
835,0,JUSANTE 6
836,0,JUSANTE 7
837,0,JUÁ
838,0,JUÍ 117
839,0,JUÍNA
840,0,KAPAZI
841,0,KARKEY 013
842,0,KARKEY 019
843,0,KARL KUHLEMANN
844,0,LACERDÓPOLIS
845,0,LAGEADO
846,0,LAGES
847,0,LAGO AZUL
848,0,LAGOA 1
849,0,LAGOA 2
850,0,LAGOA DO MATO
851,0,LAGOA GRANDE
852,0,LAGUNA
853,0,LAIRE INDUSTRIA DE EMBALAGENS PLÁSTICAS
854,0,LAJARI
855,0,LAJE DE PEDRA
856,0,LAJEADO
857,0,LAJES
858,0,LAJES (FONTES VELHA)
859,0,LAMBARI
860,0,LAMBEDOR
861,0,LAR COOPERATIVA AGROINDUSTRIAL
862,0,LARANJA DOCE
863,0,LASA
864,0,LAVRINHA
865,0,LAVRINHAS
866,0,LD CELULOSE
867,0,LDC BIOENERGIA LAGOA DA PRATA (ANTIGA LOUIS DREYFUS LAGOA DA PRATA)
868,0,LDC BIOENERGIA LEME (ANTIGA COINBRA - CRESCIUMAL)
869,0,LDC BIOENERGIA RIO BRILHANTE (ANTIGA LOUIS DREYFUS RIO BRILHANTE)
870,0,LENÇÓIS
871,0,LIMOEIRO
872,0,LIMOEIRO (ARMANDO SALLES DE OLIVEIRA)
873,00000000000000,LINDE GASES LTDA
874,0,LINHA EMÍLIA
875,0,LINHA GRANJA VELHA
876,0,LINHA ONZE OESTE
877,0,LINHA RICA
878,0,LONTRAS
879,0,LUCAS DO RIO VERDE
880,0,LUCIA CHEROBIM
881,0,LUCÉLIA
882,0,LUDESA
883,0,LUIZ DIAS
884,0,LUIZ DIAS LINS (ANTIGA MANOPLA)
885,0,LUIZ GONZAGA I
886,0,LUIZ GONZAGA II
887,0,LUIZ GONZAGA III
888,0,LUIZ OSCAR RODRIGUES DE MELO (ANTIGA LINHARES)
889,0,LUIZ QUEIROZ
890,0,MACABU
891,0,MACACOS
892,0,MACHADINHO
893,0,MACHADO MINEIRO
894,0,MACUCO
895,0,MADAME DENISE (CACHOEIRA DO FURADO)
896,0,MADEIREIRA MARACANÃ
897,0,MADESA
898,0,MAFRÁS
899,0,MALAGONE
900,0,MALTA
901,0,MAMBAÍ II
902,0,MAMBUCA
903,0,MANDACARU
904,0,MANDU
905,0,MANGUE SECO 1
906,0,MANGUE SECO 2
907,0,MANGUE SECO 3
908,0,MANGUE SECO 5
909,0,MANTOVILIS
910,0,MANUEL ALVES
911,0,MARACANAÚ I
912,0,MARACANÃ
913,0,MARACAÍ
914,0,MARAVILHAS I
915,0,MARAVILHAS II
916,0,MARCO BALDO
917,0,MARCOL
918,0,MARECHAL MASCARENHAS DE MORAES (ANTIGA PEIXOTO)
919,0,MARGARIDA 2 DUPLICIDADE
920,0,MARGARIDA LLTDA
921,0,MARIO FETT
922,0,MARITUBA
923,0,MARMELOS
924,0,MAROMBAS I
925,0,MAROMBAS II
926,0,MARTINS
927,0,MARTINUV
928,0,MARUMBI
929,0,MARVI SOLAR
930,0,MASCARENHAS
931,0,MASUTTI
932,0,MATA COBRA
933,0,MATA VELHA
934,0,MATARACA
935,0,MATIPÓ
936,0,MAURÍCIO
937,0,MAX-01 (NOVA LACERDA)
938,0,MB
939,0,MEGAWATT SOLAR
940,0,MEL 02
941,0,MELISSA
942,0,MELLO
943,0,MERCUR SOLAR
944,0,MERIDIANO I (ANTIGA MERIDIANO)
945,0,MERIDIANO II (ANTIGA NOBLE ENERGIA II)
946,0,MESTRE
947,0,METALSIDER
948,0,MIASSABA II
949,0,MIGUEL PEREIRA
950,0,MILLENNIUM
951,0,MIRANDA
952,0,MIRANDA ESTÂNCIA
953,0,MIRIRI
954,0,MODA CENTER
955,0,MOEMA
956,0,MOGANO ENERGIA
957,0,MOGI
958,0,MOGI-GUAÇU
959,0,MOGIANA BIO-ENERGIA
960,0,MOINHO
961,0,MONJOLINHO
962,0,MONJOLINHO (ANTIGA ALZIR DOS SANTOS ANTUNES)
963,0,MONTE ALEGRE
964,0,MONTE BELO
965,0,MONTE SERRAT
966,0,MONTEVERDE
967,0,MORRINHOS
968,0,MORRO GRANDE
969,0,MOSQUITÃO
970,0,MOURÃO I
971,0,MUCURI
972,0,MUNIZ FREIRE
973,97578090000134,MUXFELDT MARIN E CIA LTDA
974,0,MÉDIO GARCIA
975,0,MÓVEIS PAULO
976,0,N O BIOENERGIA
977,0,NARDINI
978,0,NARDINI APORÉ
979,0,NEBLINA
980,0,NEGRO DE FUMO
981,42416651000107,NEXA RECURSOS MINERAIS S.A.
982,0,NG BIOENERGIA I
983,0,NILO BONFANTI (ANTIGA CASCATA DO BURICÁ)
984,0,NILO PEÇANHA
985,0,NINHO DA ÁGUIA
986,0,NKG STOCKLER AEROPORTO
987,0,NOIDORE
988,0,NORDESTÃO SUPERFACIL
989,0,NOVA AURORA
990,0,NOVA AVANHANDAVA (RUI BARBOSA)
991,0,NOVA FÁTIMA
992,0,NOVA GUAPORÉ
993,0,NOVA IGUAÇU
994,0,NOVA JAGUARIAÍVA
995,0,NOVA MAURÍCIO
996,0,NOVA MUTUM
997,89889604000144,NOVA PALMA ENERGIA LTDA
998,0,NOVA PIRATININGA (ANTIGA FERNANDO GASPARIAN)
999,0,NOVA PONTE QUEIMADA II
1000,0,NOVO HORIZONTE
1001,0,NOVO MILÊNIO
1002,0,NOVO ORIENTE I
1003,0,NOVO ORIENTE II
1004,0,NOVO ORIENTE III
1005,0,NOVO ORIENTE IV
1006,0,NOVO ORIENTE V
1007,0,NOVO ORIENTE VI
1008,0,NÃO SE APLICA
1009,37121669900,NÃO SE APLICA
1010,0,OLEOPLAN VERANÓPOLIS
1011,0,OLIVEIRA
1012,0,OMBREIRAS
1013,0,ONÇA PINTADA
1014,0,ORMEO JUNQUEIRA BOTELHO (ANTIGA CACHOEIRA ENCOBERTA)
1015,0,OROYTÊ
1016,0,OSVALDO DINO PIGOZZI
1017,0,OURINHOS
1018,0,OURO
1019,0,OURO BRANCO
1020,0,OURO BRANCO 1
1021,0,OURO BRANCO 2
1022,0,OUROESTE
1023,0,PACIÊNCIA
1024,0,PACÍFICO MASCARENHAS
1025,0,PADOVANI
1026,0,PADRE CARLOS (ANTIGA ROLADOR)
1027,0,PAES LEME
1028,0,PAI JOAQUIM
1029,0,PAIOL
1030,0,PALANQUINHO
1031,0,PALLADIUM UMUARAMA ADMINISTRADORA DE SHOPPING CENTERS
1032,0,PALMARES
1033,0,PALMAS (ANTIGA EÓLIO - ELÉTRICA DE PALMAS)
1034,0,PALMEIRAS
1035,0,PAMPEANA
1036,0,PARACAMBI
1037,0,PARACATU 1
1038,0,PARACATU 2
1039,0,PARACATU 3
1040,0,PARACATU 4
1041,0,PARACURU
1042,0,PARAIBUNA
1043,0,PARANAPANEMA
1044,0,PARANATINGA II
1045,0,PARANOÁ
1046,0,PARAÍSO
1047,0,PARAÍSO I
1048,0,PARAÚNA
1049,0,PARDOS
1050,0,PARECIS
1051,0,PAREDINHA
1052,0,PARI
1053,0,PARISOTTO
1054,0,PARQUE EÓLICO DE BEBERIBE
1055,0,PARQUE I
1056,0,PASSA TEMPO
1057,0,PASSAGEM
1058,0,PASSO DE AJURICABA
1059,0,PASSO DO CERVO
1060,0,PASSO DO INFERNO
1061,0,PASSO FERRAZ
1062,0,PASSO SÃO JOÃO
1063,0,PATEX
1064,0,PAU SANGUE
1065,0,PAULICÉIA
1066,0,PAULÍNIA VERDE (ANTIGA MP PAULÍNIA)
1067,0,PCT SLC ALIMENTOS
1068,0,PEDACINHO DO CÉU
1069,0,PEDRA
1070,0,PEDRA DO GARRAFÃO
1071,0,PEDRA DO REINO
1072,0,PEDRA DO REINO III
1073,0,PEDRA DO REINO IV
1074,0,PEDRA DO REINO V
1075,0,PEDRA DO SAL
1076,0,PEDRA FURADA
1077,0,PEDRANÓPOLIS 1
1078,0,PEDRANÓPOLIS 2
1079,0,PEDRANÓPOLIS 3
1080,0,PEDRINHO I
1081,0,PEDRO AFFONSO JUNQUEIRA (ANTIGA ANTAS I)
1082,0,PEDRO AFONSO
1083,0,PEDRO LEOPOLDO 1
1084,0,PEDRO LEOPOLDO 2
1085,0,PEDROSA
1086,0,PEQUI
1087,0,PEREIRA BARRETO I
1088,0,PEREIRA BARRETO II
1089,0,PEREIRA BARRETO III
1090,0,PEREIRA BARRETO IV
1091,0,PEREIRA BARRETO V
1092,0,PEREIRA PASSOS
1093,0,PEROLA AV BRASIL
1094,0,PEROLA AV COMERCIAL
1095,0,PEROLA BR 060
1096,0,PEROLA RUA LUZIANIA
1097,0,PERY
1098,0,PESQUEIRO
1099,0,PETI
1100,0,PETROCOQUE
1101,0,PETROLINA
1102,0,PIABANHA
1103,0,PIABANHA DO TOCANTINS
1104,0,PIARUCUM
1105,0,PIAU
1106,0,PICADA
1107,0,PICADA 48
1108,0,PIEDADE
1109,0,PINCÉIS ROMA PE
1110,0,PINGO DE OURO
1111,0,PINHAL
1112,0,PINHEIRINHO
1113,0,PINHEIROS II
1114,0,PIONEIROS
1115,0,PIONEIROS II
1116,0,PIPOCA
1117,0,PIRA
1118,0,PIRACICABA (ANTIGA BOYES)
1119,0,PIRAMBEIRA
1120,0,PIRANHAS
1121,0,PIRAPAMA
1122,0,PIRAPETINGA
1123,0,PIRAPORA
1124,0,PIRAPORA 10
1125,0,PIRAPORA 2
1126,0,PIRAPORA 3
1127,0,PIRAPORA 4
1128,0,PIRAPORA 5
1129,0,PIRAPORA 6
1130,0,PIRAPORA 7
1131,0,PIRAPORA 9
1132,0,PIRAPÓ
1133,0,PIRARUCU (ANTIGA - MANAUARA)
1134,0,PIRATINI
1135,0,PIRAUÁ
1136,0,PIRAÍ
1137,0,PISSARRÃO
1138,0,PITANGUEIRAS
1139,0,PITANGUI
1140,0,PITO
1141,0,PLANACON
1142,0,PLANALTO
1143,0,PLANO ALTO
1144,0,PLASCHIO PLÁSTICOS CHIACCHIO
1145,0,POLPA IDEAL I
1146,0,POLPA IDEAL II
1147,0,PONTAL DO PRATA
1148,0,PONTE ALTA
1149,0,PONTE BRANCA
1150,0,PONTE SERRADA
1151,0,PORSUD I
1152,0,PORSUD II
1153,0,PORTO COLÔMBIA
1154,0,PORTO DAS BARCAS
1155,0,PORTO DAS PEDRAS
1156,0,PORTO DAS ÁGUAS
1157,0,PORTO DAS ÁGUAS II
1158,0,PORTO DO DELTA
1159,0,PORTO FRANCO
1160,0,PORTO GÓES
1161,0,PORTO SALGADO
1162,0,POSSES
1163,0,POSTO
1164,0,POTIGUAR
1165,0,POTIGUAR III
1166,0,POTIRENDABA I (ANTIGA CERRADINHO POTIRENDABA)
1167,0,POVOAÇÃO 1
1168,0,POXORÉO (JOSÉ FRAGELLI)
1169,0,POÇO DA CRUZ
1170,0,POÇO FUNDO
1171,0,PRAIAS DE PARAJURU
1172,0,PRATA
1173,0,PRESIDENTE GOULART
1174,0,PRIMAVERA
1175,0,PRINCESA
1176,0,PRODUCERTA APE
1177,0,PROMISSÃO (MÁRIO LOPES LEÃO)
1178,0,PULO
1179,0,PÚLPITO
1180,0,QUATIARA
1181,0,QUATRO VENTOS
1182,0,QUATÁ
1183,0,QUEBRA DENTES
1184,0,QUEBRA QUEIXO
1185,0,QUEIMADO
1186,0,QUEIXADA
1187,0,QUELUZ
1188,0,QUILOMBO
1189,0,QUIRINÓPOLIS
1190,0,QUIXABA
1191,0,RACRI
1192,0,RAFAEL ARABUTÃ
1193,0,RAFARD
1194,0,RANCHO GRANDE GER
1195,0,RASGÃO
1196,0,RASTRO DE AUTO
1197,0,RAÇÕES PATENSE - ITAÚNA
1198,0,REB CASSINO I
1199,0,REB CASSINO II
1200,0,REB CASSINO III
1201,0,RECANTO
1202,0,REDE ELÉTRICA PIQUETE - ITAJUBÁ - REPI
1203,0,REDE ZEFERINO SAO JOAO DA BOA VISTA
1204,0,REFAP
1205,0,REINHOFER
1206,0,RETIRO
1207,0,RETIRO BAIXO
1208,0,RETIRO VELHO
1209,0,REVAL SERRAS
1210,02016440000162,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.
1211,0,RIACHO PRETO
1212,0,RIACHÃO (ANTIGA SANTA EDWIGES I)
1213,0,RIBEIRÃO
1214,0,RIBEIRÃO DO PINHAL
1215,0,RINCÃO
1216,0,RINCÃO SÃO MIGUEL
1217,0,RIO ALEGRE
1218,0,RIO BONITO
1219,0,RIO BONITO TRES VALES
1220,0,RIO BRANCO
1221,0,RIO CAPIVARA
1222,0,RIO CHAPÉU
1223,0,RIO CLARO (ANTIGA PERDIDOS)
1224,0,RIO DAS FURNAS
1225,0,RIO DAS MORTES
1226,0,RIO DAS PACAS
1227,0,RIO DAS PEDRAS
1228,0,RIO DE PEDRAS
1229,0,RIO DO OURO
1230,0,RIO DO PEIXE
1231,0,RIO DO PEIXE (CASA DE FORÇA I E II)
1232,0,RIO DO PEIXE I
1233,0,RIO DO PEIXE II
1234,0,RIO DO PONCHO I
1235,0,RIO DO PONCHO II
1236,0,RIO DO SAPO
1237,0,RIO DOS ÍNDIOS
1238,0,RIO FORTALEZA
1239,0,RIO FORTUNA
1240,0,RIO ITAIOZINHO
1241,0,RIO MARGARIDA 2
1242,0,RIO NOVO
1243,0,RIO PALMEIRAS
1244,0,RIO PALMEIRAS I
1245,0,RIO PALMEIRAS II
1246,0,RIO PARDO
1247,0,RIO PRATA
1248,0,RIO SÃO MARCOS
1249,0,RIO TIGRE
1250,0,RIO VERMELHO
1251,0,RIO VERMELHO 2
1252,0,RIO VERMELHO 3
1253,0,RISOLETA NEVES (ANTIGA CANDONGA)
1254,0,RJR
1255,0,RN 15 - RIO DO FOGO
1256,0,ROCHEDO
1257,0,RODEIO
1258,0,RODEIO BONITO
1259,0,ROFATTO MOGI GUAÇU - LOJA 01
1260,0,RONCADOR
1261,0,RONDINHA
1262,0,RONDINHA CHALANA
1263,0,RONDON
1264,0,RONDON II
1265,0,RONDONÓPOLIS
1266,0,ROSAL
1267,0,ROSANA
1268,0,ROÇA GRANDE
1269,0,RP 1
1270,0,RS-155
1271,0,RUDOLF
1272,0,RUDOLF LINDNER
1273,0,RUETTE
1274,0,RÊNIC
1275,0,SACRE II
1276,0,SALESÓPOLIS
1277,0,SALTINHO
1278,0,SALTINHO RS
1279,0,SALTO
1280,0,SALTO (SALTO WEISSBACH)
1281,0,SALTO APIACÁS
1282,0,SALTO BANDEIRANTES
1283,0,SALTO BELO
1284,0,SALTO BURITI
1285,0,SALTO CLAUDELINO
1286,0,SALTO CORGÃO
1287,0,SALTO CURUCACA (ANTIGA SALTO CURUCACA II)
1288,0,SALTO CURUÁ
1289,0,SALTO DA ALEMOA
1290,0,SALTO DAS FLORES
1291,0,SALTO DO GUASSUPI
1292,0,SALTO DO LOBO
1293,0,SALTO DO PASSO VELHO
1294,0,SALTO DO TIMBO
1295,0,SALTO DO VAU
1296,0,SALTO DONNER I
1297,0,SALTO DONNER II
1298,0,SALTO FORQUETA
1299,0,SALTO GRANDE
1300,0,SALTO GRANDE (LUCAS NOGUEIRA GARCEZ)
1301,0,SALTO GÓES
1302,0,SALTO MORAIS
1303,0,SALTO NATAL
1304,0,SALTO PILÃO
1305,0,SALTO PINTADO
1306,0,SALTO SANTO ANTÔNIO
1307,0,SALTO SÃO PEDRO
1308,0,SALTO TRÊS DE MAIO
1309,0,SALTO VOLTÃO
1310,0,SALVADOR
1311,0,SAMBURÁ (CEG CORRETO EM 2686)
1312,0,SAN JUAN
1313,0,SANTA ADÉLIA
1314,0,SANTA ALICE
1315,0,SANTA ANA
1316,0,SANTA ANNA
1317,0,SANTA BRANCA
1318,0,SANTA BÁRBARA ENERGIA
1319,0,SANTA CAROLINA
1320,0,SANTA CECÍLIA
1321,0,SANTA CLARA
1322,0,SANTA CLARA I
1323,0,SANTA CLEONICE
1324,0,SANTA CRUZ
1325,0,SANTA CRUZ AB (ANTIGA OMETTO)
1326,0,SANTA CRUZ DE MONTE NEGRO
1327,0,SANTA CÂNDIDA I
1328,0,SANTA CÂNDIDA II
1329,0,SANTA EDWIGES II
1330,0,SANTA EDWIGES III
1331,0,SANTA ELISA - UNIDADE I
1332,0,SANTA FÉ
1333,0,SANTA FÉ I
1334,0,SANTA GABRIELA
1335,0,SANTA HELENA
1336,0,SANTA ISABEL
1337,0,SANTA IZABEL
1338,0,SANTA JULIANA
1339,0,SANTA LAURA
1340,0,SANTA LUCIA - BLUE VILLE
1341,0,SANTA LUZIA
1342,0,SANTA LUZIA ALTO
1343,0,SANTA LUZIA D’OESTE
1344,0,SANTA LUZIA I
1345,0,SANTA LÚCIA
1346,0,SANTA LÚCIA II
1347,0,SANTA MARIA
1348,0,SANTA MARTA
1349,0,SANTA PAULINA
1350,0,SANTA ROSA
1351,0,SANTA ROSA E MUNDO NOVO I
1352,0,SANTA ROSA E MUNDO NOVO II
1353,0,SANTA ROSA E MUNDO NOVO III
1354,0,SANTA ROSA E MUNDO NOVO IV
1355,0,SANTA ROSA E MUNDO NOVO V
1356,0,SANTA ROSA II
1357,0,SANTA TEREZINHA
1358,0,SANTA TEREZINHA PARANACITY
1359,0,SANTA VITÓRIA
1360,0,SANTANA
1361,0,SANTANA DO DESERTO I
1362,0,SANTANA I
1363,0,SANTO ANTÔNIO
1364,0,SANTO ANTÔNIO DE CASCA
1365,0,SANTO ANTÔNIO DO CAIAPÓ
1366,0,SANTO ANTÔNIO SC
1367,0,SANTO EXPEDITO
1368,0,SANTO TESSARO
1369,0,SANTO ÂNGELO
1370,0,SAPEZAL
1371,0,SE DISTRIBUIDORA DE ALIMENTOS
1372,0,SEBASTIANÓPOLIS I (ANTIGA NOROESTE PAULISTA)
1373,0,SEBASTIANÓPOLIS II (ANTIGA NOBLE ENERGIA)
1374,0,SECRETÁRIO
1375,0,SEDE II
1376,0,SEGREDO
1377,0,SELECTA
1378,0,SENADOR JONAS PINHEIRO (CAETÉ)
1379,0,SENHORA DO PORTO
1380,0,SEROPÉDICA (ANTIGA BARBOSA LIMA SOBRINHO)
1381,0,SERRA DAS AGULHAS
1382,0,SERRA DO FACÃO
1383,0,SERRA GRANDE
1384,0,SERRA NEGRA
1385,0,SERRA VELHA
1386,0,SERRANIA
1387,0,SERRANÓPOLIS
1388,0,SERRITA I (ANTIGO ENERCOM SERRITA I)
1389,0,SERRITA II (ANTIGA ENERCOM SERRITA II)
1390,0,SERTÃO 1
1391,0,SERTÃO SOLAR BARREIRAS I
1392,0,SERTÃO SOLAR BARREIRAS II
1393,0,SERTÃO SOLAR BARREIRAS III
1394,0,SERTÃO SOLAR BARREIRAS IV
1395,0,SETE QUEDAS ALTA
1396,0,SHOPPING CIDADE
1397,0,SILVANA MARIA VIZZOTO VARNIER
1398,0,SIMONÉSIA
1399,0,SIMPLÍCIO
1400,0,SINCERIDADE
1401,0,SIRIVERA
1402,0,SM-01
1403,0,SM-06
1404,0,SOBRADO
1405,0,SOBRADO 1
1406,0,SOBRAGI
1407,0,SOBRAL 1
1408,0,SOCORRO
1409,0,SODRE
1410,0,SOL
1411,0,SOL DA UNIÃO
1412,0,SOL DO FUTURO I (STEELCONS SOL DO FUTURO I)
1413,0,SOL DO FUTURO II (ANTIGA STEELCONS SOL DO FUTURO III)
1414,0,SOL DO FUTURO III (ANTIGA STEELCONS SOL DO FUTURO III)
1415,0,SOL MAIOR 2
1416,0,SOLAR ALTO DO RODRIGUES
1417,0,SOLAR BOA VISTA
1418,0,SOLAR CERRO DO SOL
1419,0,SOLAR SALGUEIRO
1420,0,SOLAR SALGUEIRO II
1421,0,SOLAR SALGUEIRO III
1422,0,SOLAR SÃO GABRIEL
1423,0,SOLAR SÃO MIGUEL
1424,0,SOLAR SÃO RAFAEL
1425,0,SOLATIO VARZEA 3
1426,0,SOLATIO VARZEA 4
1427,0,SOLEDADE
1428,0,SONORA
1429,0,SOUFER CAMBUI
1430,0,SPESSATTO
1431,0,SUCUPIRA
1432,0,SUCURI
1433,0,SUMIDOURO
1434,0,SUPERMERCADO JEPSEN - FILIAL
1435,0,SUPERMERCADO JEPSEN - MATRIZ
1436,0,SUZANO MUCURI (ANTIGA BAHIA SUL)
1437,0,SUÍÇA
1438,0,SVA
1439,0,SYKUÉ I
1440,0,SÃO BARTOLOMEU
1441,0,SÃO BERNARDO
1442,0,SÃO BORJA
1443,0,SÃO CARLOS
1444,0,SÃO DOMINGOS
1445,0,SÃO DOMINGOS (TORIXORÉO)
1446,0,SÃO DOMINGOS DO PRATA
1447,0,SÃO DOMINGOS II
1448,0,SÃO FERNANDO AÇÚCAR E ÁLCOOL
1449,0,SÃO FRANCISCO
1450,0,SÃO GONÇALO
1451,0,SÃO GONÇALO (ANTIGA SANTA BÁRBARA)
1452,0,SÃO JOAQUIM
1453,0,SÃO JORGE
1454,0,SÃO JOSÉ
1455,0,SÃO JOSÉ COLINA
1456,0,SÃO JOSÉ DA ESTIVA
1457,0,SÃO JOSÉ DO PINHEIRO
1458,0,SÃO JOÃO
1459,0,SÃO JOÃO 1
1460,0,SÃO JOÃO 2
1461,0,SÃO JOÃO 3
1462,0,SÃO JOÃO 4
1463,0,SÃO JOÃO 5
1464,0,SÃO JOÃO 6
1465,0,SÃO JOÃO 7
1466,0,SÃO JOÃO BIOGÁS
1467,0,SÃO JOÃO DA BOA VISTA
1468,0,SÃO JOÃO PA
1469,0,SÃO JUDAS TADEU
1470,0,SÃO LOURENÇO
1471,0,SÃO LOURENÇO (ANTIGA ZÉ FERNANDO)
1472,0,SÃO LUIZ
1473,0,SÃO MARTINHO
1474,0,SÃO MARTINHO BIOENERGIA
1475,0,SÃO MARTINHO ENERGIA
1476,0,SÃO MAURICIO
1477,0,SÃO PAULO
1478,0,SÃO PEDRO
1479,0,SÃO PEDRO E PAULO I
1480,0,SÃO PEDRO E PAULO V
1481,0,SÃO PEDRO E PAULO VI
1482,0,SÃO PEDRO E PAULO VIII
1483,0,SÃO PEDRO II
1484,0,SÃO PEDRO IV
1485,0,SÃO SEBASTIÃO
1486,0,SÃO SEBASTIÃO DO ALTO
1487,0,SÃO SEPÉ
1488,0,SÃO SIMÃO
1489,0,SÃO TADEU I
1490,0,SÃO VALENTIM
1491,0,SÍTIO GRANDE
1492,0,TABU
1493,0,TAGUATINGA
1494,0,TAGUÁ
1495,0,TAIPINHA
1496,0,TAMBAQUI
1497,0,TAMBAÚ
1498,0,TAMBORIL
1499,0,TANQUINHO
1500,0,TAPUIAS
1501,0,TAPUIRAMA
1502,0,TAQUARI
1503,0,TARAUACÁ D
1504,0,TARUMÃ (ANTIGA NOVA AMÉRICA)
1505,0,TAUÁ
1506,0,TAÍBA
1507,0,TAÍBA ALBATROZ
1508,0,TECIPAR
1509,0,TELEGRÁFICA
1510,0,TEODORO SCHLICKMANN
1511,0,TERMOCABO
1512,0,TERMORIO (ANTIGA GOVERNADOR LEONEL BRIZOLA)
1513,0,TERMOVERDE CAIEIRAS
1514,0,TERRANOVA I
1515,0,TESTA BRANCA I
1516,0,TESTA BRANCA III
1517,0,TESTE(PACHECO)
1518,0,TIBAGI MONTANTE
1519,0,TIGRE
1520,0,TIO HUGO
1521,0,TITO
1522,0,TOCA
1523,0,TOCA DO TIGRE
1524,0,TOK PLASTI-METAL
1525,0,TOMBOS
1526,0,TOTAL
1527,0,TRABUCO
1528,0,TRAPICHE
1529,0,TREMEMBÉ
1530,0,TREZE DE MAIO
1531,0,TRIÂNGULO
1532,0,TRONQUEIRAS
1533,0,TRÊS CAPÕES NOVO
