mercado_id,NomTipoMercado,DscModalidadeTarifaria,DscSubGrupoTarifario,DscClasseConsumoMercado,DscSubClasseConsumidor,DscDetalheConsumidor,DscPostoTarifario,DscOpcaoEnergia,DscDetalheMercado
1482,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
1483,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Desconto Energia TUSD %
1484,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Desconto Energia TUSD %
1485,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Desconto Energia TUSD %
1486,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
1487,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Desconto Energia TUSD %
1488,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1489,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1490,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1491,Refaturamento - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1492,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1493,Refaturamento - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1494,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1495,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1496,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TE (kWh)
1497,Refaturamento - Regular,Verde,A3a,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1498,Refaturamento - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1499,Refaturamento - Regular,Verde,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1500,Refaturamento - Regular,Verde,AS,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1501,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TE (kWh)
1502,Refaturamento - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1503,Refaturamento - Regular,Verde,A3a,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1504,Refaturamento - Regular,Verde,AS,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1505,Refaturamento - Regular,Verde,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1506,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1507,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1508,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TE (kWh)
1509,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TE (kWh)
1510,Refaturamento - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1511,Refaturamento - Regular,Verde,A4,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1512,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1513,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Energia TE (kWh)
1514,Refaturamento - Regular,Verde,A3a,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1515,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1516,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
1517,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Energia TE (kWh)
1518,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1519,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1520,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TUSD (kWh)
1521,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Energia TUSD (kWh)
1522,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1523,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TUSD (kWh)
1524,Refaturamento - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1525,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1526,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TUSD (kWh)
1527,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1528,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1529,Refaturamento - Regular,Verde,AS,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1530,Refaturamento - Regular,Verde,AS,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1531,Refaturamento - Regular,Verde,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1532,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Energia TUSD (kWh)
1533,Refaturamento - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1534,Refaturamento - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1535,Refaturamento - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Energia TUSD (kWh)
1536,Refaturamento - Regular,Verde,A3a,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1537,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1538,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Energia TUSD (kWh)
1539,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1540,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Energia TUSD (kWh)
1541,Refaturamento - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1542,Refaturamento - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1543,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Energia TUSD (kWh)
1544,Refaturamento - Regular,Verde,A3a,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1545,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Energia TUSD (kWh)
1546,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1547,Refaturamento - Regular,Verde,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1548,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TUSD (kWh)
1549,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Energia TUSD (kWh)
1550,Refaturamento - Regular,Verde,A4,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1551,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Energia TUSD (kWh)
1552,Refaturamento - Regular,Verde,A3a,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1553,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Energia TUSD (kWh)
1554,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1555,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
1556,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,LIVRE,Energia TUSD (kWh)
1557,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Energia TUSD (kWh)
1558,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Energia TUSD (kWh)
1559,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1560,Refaturamento - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1561,Refaturamento - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1562,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1563,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1564,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1565,Refaturamento - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1566,Refaturamento - Regular,Verde,AS,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1567,Refaturamento - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1568,Refaturamento - Regular,Verde,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1569,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1570,Refaturamento - Regular,Verde,AS,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1571,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1572,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1573,Refaturamento - Regular,Verde,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1574,Refaturamento - Regular,Verde,A3a,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1575,Refaturamento - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1576,Refaturamento - Regular,Verde,A4,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1577,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1578,Refaturamento - Regular,Verde,A3a,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1579,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1580,Refaturamento - Regular,Verde,A3a,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
1581,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1582,Refaturamento - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1583,Refaturamento - Regular,Verde,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1584,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1585,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1586,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
1587,Refaturamento - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1588,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1589,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1590,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Receita Energia (R$)
1591,Refaturamento - Regular,Verde,AS,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1592,Refaturamento - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Energia (R$)
1593,Refaturamento - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1594,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Energia (R$)
1595,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
1596,Refaturamento - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1597,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1598,Refaturamento - Regular,Verde,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1599,Refaturamento - Regular,Verde,A3a,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1600,Refaturamento - Regular,Verde,AS,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1601,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1602,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1603,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Energia (R$)
1604,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
1605,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Receita Energia (R$)
1606,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Energia (R$)
1607,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Receita Energia (R$)
1608,Refaturamento - Regular,Verde,A4,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1609,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1610,Refaturamento - Regular,Verde,A3a,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1611,Refaturamento - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1612,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Energia (R$)
1613,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
1614,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Receita Energia (R$)
1615,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Energia (R$)
1616,Refaturamento - Regular,Verde,A3a,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1617,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1618,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
1619,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Energia (R$)
1620,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Receita Energia (R$)
1621,Refaturamento - Regular,Verde,AS,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Receita Energia (R$)
1622,Refaturamento - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1623,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1624,Refaturamento - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1625,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1626,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1627,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1628,Refaturamento - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1629,Refaturamento - Regular,Verde,AS,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1630,Refaturamento - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1631,Refaturamento - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1632,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1633,Refaturamento - Regular,Verde,A3a,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1634,Refaturamento - Regular,Verde,A3a,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1635,Refaturamento - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1636,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1637,Refaturamento - Regular,Verde,AS,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1638,Refaturamento - Regular,Verde,A4,Serviço público,Tração elétrica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1639,Refaturamento - Regular,Verde,A3a,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1640,Refaturamento - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1641,Refaturamento - Regular,Verde,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1642,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
1643,Refaturamento - Regular,Verde,A3a,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
